sku_id,product_id,shade_name,list_price,sale_price,size,oz_value,g_value,ml_value,fl_oz_value,badge,in_stock,image_url,price_per_oz,price_per_g
2827327,P2855,Teased,36.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2827327-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2790277,P2855,Impassioned - 903,36.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2790277-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2942605,P2855,Never Enough,36.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2942605-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2952257,P2855,Mad Love,36.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2952257-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2811750,P449342,Finest Hour,20.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2811750-main-zoom.jpg?pb=clean-at-sephora,,
2284883,P449342,Golden Hour,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2284883-main-zoom.jpg?pb=allure-best-2021-badge,,
2436681,P449342,After Hours,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2436681-main-zoom.jpg?pb=allure-best-2021-badge,,
2284891,P449342,Happy Hour,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2284891-main-zoom.jpg?pb=allure-best-2021-badge,,
2436673,P449342,Power Hour,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2436673-main-zoom.jpg?pb=allure-best-2021-badge,,
2436665,P449342,Rush Hour,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2436665-main-zoom.jpg?pb=allure-best-2021-badge,,
2593804,P449342,Office Hours,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2593804-main-zoom.jpg?pb=allure-best-2021-badge,,
2284875,P449342,Magic Hour,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2284875-main-zoom.jpg?pb=allure-best-2021-badge,,
2686186,P449342,Party Hour,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2686186-main-zoom.jpg?pb=allure-best-2021-badge,,
2711646,P449342,Dream Hour,20.0,,,,,,,2021 Allure Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2711646-main-zoom.jpg?pb=allure-best-2021-badge,,
2785673,P510360,Duchess,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2785673-main-zoom.jpg?pb=clean-at-sephora,,
2787836,P510360,Cheeky,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2787836-main-zoom.jpg?pb=clean-at-sephora,,
2753697,P510360,Gumdrop,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2753697-main-zoom.jpg?pb=clean-at-sephora,,
2753671,P510360,Angel,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2753671-main-zoom.jpg?pb=clean-at-sephora,,
2753721,P510360,Rosebud,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2753721-main-zoom.jpg?pb=clean-at-sephora,,
2871713,P510885,Heartbeat,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2871713-main-zoom.jpg?pb=clean-at-sephora,,
2871721,P510885,Wavelength,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2871721-main-zoom.jpg?pb=clean-at-sephora,,
2871705,P510885,Chills,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2871705-main-zoom.jpg?pb=clean-at-sephora,,
2767473,P510885,Blissed,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767473-main-zoom.jpg?pb=clean-at-sephora,,
2767507,P510885,Hype,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767507-main-zoom.jpg?pb=clean-at-sephora,,
2767465,P510885,Butterflies,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767465-main-zoom.jpg?pb=clean-at-sephora,,
2767531,P510885,Adrenaline,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767531-main-zoom.jpg?pb=clean-at-sephora,,
2767523,P510885,Thrill,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767523-main-zoom.jpg?pb=clean-at-sephora,,
2767499,P510885,Dreamland,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767499-main-zoom.jpg?pb=clean-at-sephora,,
2767515,P510885,Swoon,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767515-main-zoom.jpg?pb=clean-at-sephora,,
2767481,P510885,Euphoria,29.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767481-main-zoom.jpg?pb=clean-at-sephora,,
2870897,P516069,01 Candy Lover,18.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2870897-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2870871,P516069,02 Sunset Chaser,18.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2870871-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2870913,P516069,04 Heart Breaker,18.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2870913-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2975290,P522555,Rose Fumé,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2975290-main-zoom.jpg?pb=clean-at-sephora,,
2975266,P522555,Latte Praline,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2975266-main-zoom.jpg?pb=clean-at-sephora,,
2975258,P522555,En Feu,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2975258-main-zoom.jpg?pb=clean-at-sephora,,
2975183,P522555,Souvenir de Volubilis,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2975183-main-zoom.jpg?pb=clean-at-sephora,,
2975282,P522555,Ambre Rouge Fumé,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2975282-main-zoom.jpg?pb=clean-at-sephora,,
2994564,P524934,111 Self Centered,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994564-main-zoom.jpg,,
2994317,P524934,110 Hot Flush,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994317-main-zoom.jpg,,
2994713,P524934,112 Shady Business,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994713-main-zoom.jpg,,
2994648,P524934,113 Twin Cheeks,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994648-main-zoom.jpg,,
2994432,P524934,511 Pink Kink,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994432-main-zoom.jpg,,
2994358,P524934,210 Papa Don’t Peach,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994358-main-zoom.jpg,,
2994424,P524934,"211 Attention, Please",35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994424-main-zoom.jpg,,
2994366,P524934,310 Cherry Tease,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994366-main-zoom.jpg,,
2994325,P524934,510 Last Word,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994325-main-zoom.jpg,,
2994812,P524934,410 Freaks & Cheeks,35.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2994812-main-zoom.jpg,,
2870178,P510741,Glassy Cayenne,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2870178-main-zoom.jpg?pb=clean-at-sephora,,
2870202,P510741,Glassy Ginger,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2870202-main-zoom.jpg?pb=clean-at-sephora,,
2870194,P510741,Glassy Cinnamon,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2870194-main-zoom.jpg?pb=clean-at-sephora,,
2870186,P510741,Glassy Clove,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2870186-main-zoom.jpg?pb=clean-at-sephora,,
2767572,P510741,Glassy Hibiscus,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767572-main-zoom.jpg?pb=clean-at-sephora,,
2767549,P510741,Glassy Rosette,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767549-main-zoom.jpg?pb=clean-at-sephora,,
2767606,P510741,Glassy Pomelo,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767606-main-zoom.jpg?pb=clean-at-sephora,,
2767564,P510741,Glassy Pitaya,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767564-main-zoom.jpg?pb=clean-at-sephora,,
2767556,P510741,Glassy Lilac,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767556-main-zoom.jpg?pb=clean-at-sephora,,
2767580,P510741,Glassy Watermelon,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767580-main-zoom.jpg?pb=clean-at-sephora,,
2767598,P510741,Glassy Acai,34.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2767598-main-zoom.jpg?pb=clean-at-sephora,,
2976264,P522484,Shy At First,30.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2976264-main-zoom.jpg,,
2976256,P522484,All Or Nothing,30.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2976256-main-zoom.jpg,,
2976272,P522484,Quite Confident,30.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2976272-main-zoom.jpg,,
2976280,P522484,Did You Notice,30.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2976280-main-zoom.jpg,,
2978575,P522484,Between Us,30.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2978575-main-zoom.jpg,,
2748333,P509960,Cheer (Selena's custom shade),27.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2748333-main-zoom.jpg,,
2748325,P509960,Hope,27.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2748325-main-zoom.jpg,,
2748275,P509960,Happy,27.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2748275-main-zoom.jpg,,
2748309,P509960,Truth,27.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2748309-main-zoom.jpg,,
2748291,P509960,Love,27.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2748291-main-zoom.jpg,,
2748317,P509960,Joy,27.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2748317-main-zoom.jpg,,
2962389,P516168,107 Dragonfruit,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2962389-main-zoom.jpg,,
2864718,P516168,001 Pink,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2864718-main-zoom.jpg,,
2864833,P516168,006 Berry,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2864833-main-zoom.jpg,,
2864775,P516168,012 Rosewood,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2864775-main-zoom.jpg,,
2864684,P516168,015 Cherry,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2864684-main-zoom.jpg,,
2864668,P516168,063 Pink Lilac,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2864668-main-zoom.jpg,,
2864825,P516168,077 Candy,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2864825-main-zoom.jpg,,
2864767,P516168,103 Toffee,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2864767-main-zoom.jpg,,
2962454,P516168,109 Goji,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2962454-main-zoom.jpg,,
2962330,P516168,106 Pomelo,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2962330-main-zoom.jpg,,
2962587,P516168,108 Guava,44.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2962587-main-zoom.jpg,,
2869519,P1272,Dark Cherry,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2869519-main-zoom.jpg,,
2264638,P1272,Benetint,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2264638-main-zoom.jpg,,
2869501,P1272,Raspberry,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2869501-main-zoom.jpg,,
2465128,P1272,Playtint,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2465128-main-zoom.jpg,,
2313344,P1272,ChaChatint,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2313344-main-zoom.jpg,,
2313336,P1272,Gogotint,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2313336-main-zoom.jpg,,
108779,P1272,Benetint,36.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s108779-main-zoom.jpg,,
2264653,P1272,Lovetint,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2264653-main-zoom.jpg,,
2520245,P1272,Floratint,28.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520245-main-zoom.jpg,,
2760908,P504025,Hibiscus Haze,32.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2760908-main-zoom.jpg?pb=clean-at-sephora,,
2760916,P504025,Dragon Fruit Daze,32.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2760916-main-zoom.jpg?pb=clean-at-sephora,,
2760924,P504025,Watermelon Bliss,32.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2760924-main-zoom.jpg?pb=clean-at-sephora,,
2760932,P504025,Pomelo Peach,32.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2760932-main-zoom.jpg?pb=clean-at-sephora,,
2760940,P504025,French Rosette,32.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2760940-main-zoom.jpg?pb=clean-at-sephora,,
2760957,P504025,Fire Moon,32.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2760957-main-zoom.jpg?pb=clean-at-sephora,,
2969715,P524689,Lychee,24.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2969715-main-zoom.jpg,,
2969749,P524689,Apricot,24.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2969749-main-zoom.jpg,,
2969681,P524689,Acai,24.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2969681-main-zoom.jpg,,
2843084,P514892,Feliz Fresca,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2843084-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2876183,P514892,Sunset Shirley x Toni Bravo,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2876183-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2876191,P514892,Downtown Daiquiri x Toni Bravo,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2876191-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2843027,P514892,Long Beach Iced Tea,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2843027-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2843035,P514892,Sawtelle Slushie,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2843035-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2843043,P514892,Culver Crush,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2843043-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2843019,P514892,Malibu Cooler,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2843019-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2843001,P514892,Samo Spritzer,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2843001-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2862746,P514892,Pali Punch,22.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2862746-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2893329,P508264,Charm,16.0,,,,,,,allure 2022 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2893329-main-zoom.jpg?pb=allure-2022-bestofbeauty-badge,,
2712867,P508264,Hope,16.0,,,,,,,allure 2022 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2712867-main-zoom.jpg?pb=allure-2022-bestofbeauty-badge,,
2761971,P508264,Happy,16.0,,,,,,,allure 2022 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2761971-main-zoom.jpg?pb=allure-2022-bestofbeauty-badge,,
2762029,P508264,Grateful,16.0,,,,,,,allure 2022 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2762029-main-zoom.jpg?pb=allure-2022-bestofbeauty-badge,,
2893360,P508264,Faith,16.0,,,,,,,allure 2022 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2893360-main-zoom.jpg?pb=allure-2022-bestofbeauty-badge,,
2893410,P508264,Wonder,16.0,,,,,,,allure 2022 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2893410-main-zoom.jpg?pb=allure-2022-bestofbeauty-badge,,
2893345,P508264,Spirited,16.0,,,,,,,allure 2022 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2893345-main-zoom.jpg?pb=allure-2022-bestofbeauty-badge,,
2872166,P500253,Blossy,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2872166-main-zoom.jpg,,
2520047,P500253,Shellie,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520047-main-zoom.jpg,,
2520096,P500253,Crystah,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520096-main-zoom.jpg,,
2520062,P500253,Willa,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520062-main-zoom.jpg,,
2520146,P500253,Java,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520146-main-zoom.jpg,,
2520088,P500253,PomPom,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520088-main-zoom.jpg,,
2520138,P500253,Moone,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520138-main-zoom.jpg,,
2520054,P500253,Terra,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520054-main-zoom.jpg,,
2520161,P500253,Shellie,18.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520161-main-zoom.jpg,,
2520187,P500253,Crystah,18.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2520187-main-zoom.jpg,,
2776318,P500253,Willa,18.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2776318-main-zoom.jpg,,
2887974,P517095,Sensation,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2887974-main-zoom.jpg?pb=clean-at-sephora,,
2887958,P517095,Glimpse,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2887958-main-zoom.jpg?pb=clean-at-sephora,,
2887990,P517095,Flutter,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2887990-main-zoom.jpg?pb=clean-at-sephora,,
2887966,P517095,Breathless,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2887966-main-zoom.jpg?pb=clean-at-sephora,,
2887982,P517095,Pulse,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2887982-main-zoom.jpg?pb=clean-at-sephora,,
2888006,P517095,Wonder,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2888006-main-zoom.jpg?pb=clean-at-sephora,,
2888014,P517095,Closer,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2888014-main-zoom.jpg?pb=clean-at-sephora,,
2887941,P517095,Magnetic,36.0,,,,,,,Clean at Sephora,False,https://www.sephora.com/productimages/sku/s2887941-main-zoom.jpg?pb=clean-at-sephora,,
2936425,P515519,Spirited,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2936425-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2874592,P515519,Hope,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2874592-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2874659,P515519,Happy,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2874659-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2936433,P515519,Divine,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2936433-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2874642,P515519,Worth,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2874642-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2874600,P515519,Alive,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2874600-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2874626,P515519,Grateful,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2874626-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2874618,P515519,Thriving,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2874618-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2874634,P515519,Truth,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2874634-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2936391,P515519,Soulful,27.0,,,,,,,allure 2025 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2936391-main-zoom.jpg?pb=allure-2025-best-of-beauty-award-winner,,
2496065,P433005,16 Heated,15.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2496065-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2496073,P433005,06 Flirt It Up,15.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2496073-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2496057,P433005,01 Shame On You,15.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2496057-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2496156,P433005,50 Over The Top,15.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2496156-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2496107,P433005,17 Hey Jealousy,15.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2496107-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2496172,P433005,05 Sweet On You,15.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2496172-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2668895,P433005,51 Trust Yourself,15.0,,,,,,,Sephora Quality Great Value,False,https://www.sephora.com/productimages/sku/s2668895-main-zoom.jpg?pb=2023-03-sephora-value-2023,,
2867638,P516566,Pale Petal,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867638-main-zoom.jpg,,
2867620,P516566,Soft Peach,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867620-main-zoom.jpg,,
2867653,P516566,Soft Coral,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867653-main-zoom.jpg,,
2867661,P516566,Sweet Pink,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867661-main-zoom.jpg,,
2867612,P516566,Dusty Rose,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867612-main-zoom.jpg,,
2867604,P516566,Earthy Pink,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867604-main-zoom.jpg,,
2867646,P516566,Raspberry,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867646-main-zoom.jpg,,
2867679,P516566,Watermelon,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867679-main-zoom.jpg,,
2867687,P516566,Pomegranate,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867687-main-zoom.jpg,,
2867588,P516566,(Mini) Pale Petal,16.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867588-main-zoom.jpg,,
2867596,P516566,(Mini) Watermelon,16.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2867596-main-zoom.jpg,,
2947760,P511567,63 Rosewood Pink,40.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2947760-main-zoom.jpg,,
2750479,P511567,62 Delicate Mauve,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2750479-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2751725,P511567,53 Bold Pink,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2751725-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2751709,P511567,41 Flaming Red,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2751709-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2751691,P511567,50.5 Rosy Peach,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2751691-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2867075,P511567,42S Sunlit Sienna,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2867075-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2867083,P511567,50S Starlit Peach,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2867083-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2867109,P511567,53S Cosmic Pink,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2867109-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2867091,P511567,62S Magnetic Mauve,40.0,,,,,,,allure 2024 Best of Beauty Award Winner,False,https://www.sephora.com/productimages/sku/s2867091-main-zoom.jpg?pb=allure-2024-bestofbeauty,,
2947745,P511567,12 Rosy Nude,40.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2947745-main-zoom.jpg,,
2947752,P511567,13 Brick Brown,40.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2947752-main-zoom.jpg,,
2956555,P511567,54 Orchid Fuchsia,40.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2956555-main-zoom.jpg,,
2956530,P511567,43S Berry Red,40.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2956530-main-zoom.jpg,,
2783231,P506130,Strawberry Sunset,34.0,,,,,,,,False,https://www.sephora.com/productimages/sku/s2783231-main-zoom.jpg,,
