sku_id,product_id,shade_name,list_price,sale_price,in_stock,is_final_sale,badge,shade_img_url,color_img_url
2814366,P510756,Latte,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2814366-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2814366+sw.jpg
2934255,P510756,Ube Berry,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2934255-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2934255+sw.jpg
2837151,P510756,Intense Guava,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2837151-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2837151+sw.jpg
2954659,P510756,Berry Fever,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2954659-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2954659+sw.jpg
2767283,P510756,Black Cherry,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2767283-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2767283+sw.jpg
2817930,P510756,Coco-Loco,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2817930-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2817930+sw.jpg
2998102,P517483,Teacup,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2998102-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2998102+sw.jpg
2896181,P517483,Piggy - baby pink,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2896181-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2896181+sw.jpg
2896033,P517483,Sprinkle - warm pearly pink,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2896033-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2896033+sw.jpg
2895779,P517483,Juice Box - hot pink,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2895779-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2895779+sw.jpg
2895860,P517483,Spicy Marg - bright coral,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2895860-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2895860+sw.jpg
2896124,P517483,Freckle - neutral peach,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2896124-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2896124+sw.jpg
2916823,P517483,Tan Line - pinky tan,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2916823-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2916823+sw.jpg
2895845,P517483,Sleepy Girl - soft mauve,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2895845-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2895845+sw.jpg
2895969,P517483,Toasted Teddy - bronze terracotta,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2895969-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2895969+sw.jpg
2916815,P517483,Sun Soak - spiced orange,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2916815-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2916815+sw.jpg
2896116,P517483,Date Cake - warm red berry,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2896116-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2896116+sw.jpg
2998110,P517483,Candy Apple,$25.00,,False,False,Clean at Sephora,https://www.sephora.com/productimages/sku/s2998110-main-zoom.jpg?pb=clean-at-sephora,https://www.sephora.com/productimages/sku/s2998110+sw.jpg
2935195,P514568,12 Honeymoon,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2935195-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2935195+sw.jpg
2830230,P514568,6 Rose Haze,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2830230-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2830230+sw.jpg
