shade_url,brand,product_name,shade,swatch_img_url,swatch_alt,description,price,standard_value,standard_unit,product_id,shade_id,product_image_url,rgb_r,rgb_g,rgb_b,lab_L,lab_a,lab_b,rgb,lab,L_axis,b_axis,hex_color
https://www.ulta.com/p/good-apple-blush-balm-duo-pimprod2043903?sku=2621130,KVD Beauty,Good Apple Blush Balm Duo,Nymph's Grove 70 - Cryptic Apple/Mythic Apple,https://media.ultainc.com/i/ulta/2621130_sw?img404=2621130&w=80&fmt=auto,Nymph's Grove 70 - Cryptic Apple/Mythic Apple Good Apple Blush Balm Duo,mauve plum/vibrant purple,34.0,5.95,g,2043903,2621130,https://media.ulta.com/i/ulta/2621130?w=1080&h=1080&fmt=auto,138,53,111,36.17,43.04,-15.63,"138,53,111","36.17,43.04,-15.63",36.17,-15.63,#8a356f
https://www.ulta.com/p/rice-powder-blush-bronzer-duo-pimprod2029287?sku=2588775,Ere Perez,Rice Powder Blush & Bronzer Duo,Roma,https://media.ultainc.com/i/ulta/2588775_sw?img404=2588775&w=24&fmt=auto,Roma Rice Powder Blush & Bronzer Duo,matte terracotta & rusty rose,40.0,9.92,g,2029287,2588775,https://media.ulta.com/i/ulta/2588775?w=1080&h=1080&fmt=auto,158,116,95,52.5,13.66,18.08,"158,116,95","52.5,13.66,18.08",52.5,18.08,#9e745f
https://www.ulta.com/p/ultimate-blush-palette-pimprod2052092?sku=2639395,NARS,Ultimate Blush Palette,I,https://media.ultainc.com/i/ulta/2639395_sw?img404=2639395&w=80&fmt=auto,I Ultimate Blush Palette,light to medium,60.0,21.0,g,2052092,2639395,https://media.ulta.com/i/ulta/2639395?w=1080&h=1080&fmt=auto,223,129,124,64.04,35.61,18.55,"223,129,124","64.04,35.61,18.55",64.04,18.55,#df817c
https://www.ulta.com/p/ultimate-blush-palette-pimprod2052092?sku=2639396,NARS,Ultimate Blush Palette,II,https://media.ultainc.com/i/ulta/2639396_sw?img404=2639396&w=80&fmt=auto,II Ultimate Blush Palette,medium to deep,60.0,21.0,g,2052092,2639396,https://media.ulta.com/i/ulta/2639396?w=1080&h=1080&fmt=auto,238,114,137,63.36,49.9,10.52,"238,114,137","63.36,49.9,10.52",63.36,10.52,#ee7289
https://www.ulta.com/p/all-inclusive-eye-cheek-face-palette-pimprod2030331?sku=2590468,Milani,"All-Inclusive Eye, Cheek & Face Palette",Light To Medium,https://media.ultainc.com/i/ulta/2590468_sw?img404=2590468&w=24&fmt=auto,"Light To Medium All-Inclusive Eye, Cheek & Face Palette",,16.99,10.77,g,2030331,2590468,https://media.ulta.com/i/ulta/2590468?w=1080&h=1080&fmt=auto,91,56,53,27.6,15.18,8.38,"91,56,53","27.6,15.18,8.38",27.6,8.38,#5b3835
https://www.ulta.com/p/blushed-duo-pimprod2025280?sku=2583745,Juvia's Place,Blushed Duo,Vol 1,https://media.ultainc.com/i/ulta/2583745_sw?img404=2583745&w=80&fmt=auto,Vol 1 Blushed Duo,deep earthy tones,20.0,16.8,g,2025280,2583745,https://media.ulta.com/i/ulta/2583745?w=1080&h=1080&fmt=auto,155,77,68,42.3,31.6,20.36,"155,77,68","42.3,31.6,20.36",42.3,20.36,#9b4d44
https://www.ulta.com/p/blushed-duo-pimprod2025280?sku=2583746,Juvia's Place,Blushed Duo,Vol 2 Blush Duo,https://media.ultainc.com/i/ulta/2583746_sw?img404=2583746&w=80&fmt=auto,Vol 2 Blush Duo,soft pops of bright color,20.0,16.8,g,2025280,2583746,https://media.ulta.com/i/ulta/2583746?w=1080&h=1080&fmt=auto,212,150,139,67.78,21.87,15.12,"212,150,139","67.78,21.87,15.12",67.78,15.12,#d4968b
https://www.ulta.com/p/blushed-duo-pimprod2025280?sku=2637222,Juvia's Place,Blushed Duo,Vol 3 Blush,https://media.ultainc.com/i/ulta/2637222_sw?img404=2637222&w=80&fmt=auto,Vol 3 Blushed Duo Blush,,20.0,16.8,g,2025280,2637222,https://media.ulta.com/i/ulta/2637222?w=1080&h=1080&fmt=auto,162,45,55,37.55,48.29,22.46,"162,45,55","37.55,48.29,22.46",37.55,22.46,#a22d37
https://www.ulta.com/p/blushed-duo-pimprod2025280?sku=2600083,Juvia's Place,Blushed Duo,Vol 4,https://media.ultainc.com/i/ulta/2600083_sw?img404=2600083&w=80&fmt=auto,Vol 4 Blushed Duo,,20.0,32.32,g,2025280,2600083,https://media.ulta.com/i/ulta/2600083?w=1080&h=1080&fmt=auto,227,105,175,61.25,55.19,-14.57,"227,105,175","61.25,55.19,-14.57",61.25,-14.57,#e369af
https://www.ulta.com/p/blushed-duo-pimprod2025280?sku=2600084,Juvia's Place,Blushed Duo,Vol 5,https://media.ultainc.com/i/ulta/2600084_sw?img404=2600084&w=80&fmt=auto,Vol 5 Blushed Duo,,20.0,32.32,g,2025280,2600084,https://media.ulta.com/i/ulta/2600084?w=1080&h=1080&fmt=auto,214,63,78,49.98,59.34,26.22,"214,63,78","49.98,59.34,26.22",49.98,26.22,#d63f4e
https://www.ulta.com/p/blushed-duo-pimprod2025280?sku=2600082,Juvia's Place,Blushed Duo,Vol 6,https://media.ultainc.com/i/ulta/2600082_sw?img404=2600082&w=80&fmt=auto,Vol 6 Blushed Duo,,20.0,32.32,g,2025280,2600082,https://media.ulta.com/i/ulta/2600082?w=1080&h=1080&fmt=auto,233,130,96,65.07,36.46,35.69,"233,130,96","65.07,36.46,35.69",65.07,35.69,#e98260
https://www.ulta.com/p/mini-hollywood-blush-glow-palette-pimprod2043348?sku=2619555,Charlotte Tilbury,Mini Hollywood Blush & Glow Palette,Fair/Medium,https://media.ultainc.com/i/ulta/2619555_sw?img404=2619555&w=80&fmt=auto,Fair/Medium Mini Hollywood Blush & Glow Palette,rosy pink blush/pearlescent pink highlighter,29.0,7.37,g,2043348,2619555,https://media.ulta.com/i/ulta/2619555?w=1080&h=1080&fmt=auto,213,142,148,66.24,27.75,7.92,"213,142,148","66.24,27.75,7.92",66.24,7.92,#d58e94
https://www.ulta.com/p/mini-hollywood-blush-glow-palette-pimprod2043348?sku=2619556,Charlotte Tilbury,Mini Hollywood Blush & Glow Palette,Tan/Deep,https://media.ultainc.com/i/ulta/2619556_sw?img404=2619556&w=80&fmt=auto,Tan/Deep Mini Hollywood Blush & Glow Palette,rich terracotta blush/golden sunset highlighter,29.0,7.37,g,2043348,2619556,https://media.ulta.com/i/ulta/2619556?w=1080&h=1080&fmt=auto,189,141,117,62.64,15.01,19.92,"189,141,117","62.64,15.01,19.92",62.64,19.92,#bd8d75
https://www.ulta.com/p/cheek-lift-palette-pimprod2046089?sku=2625638,Revolution Beauty,Cheek Lift Palette,Coral Dreaming,https://media.ultainc.com/i/ulta/2625638_sw?img404=2625638&w=80&fmt=auto,Coral Dreaming Cheek Lift Palette,,11.0,10.21,g,2046089,2625638,https://media.ulta.com/i/ulta/2625638?w=1080&h=1080&fmt=auto,234,134,108,66.24,35.71,30.65,"234,134,108","66.24,35.71,30.65",66.24,30.65,#ea866c
https://www.ulta.com/p/cheek-lift-palette-pimprod2046089?sku=2625639,Revolution Beauty,Cheek Lift Palette,Pink Energy,https://media.ultainc.com/i/ulta/2625639_sw?img404=2625639&w=80&fmt=auto,Pink Energy Cheek Lift Palette,,11.0,10.21,g,2046089,2625639,https://media.ulta.com/i/ulta/2625639?w=1080&h=1080&fmt=auto,250,183,183,80.52,24.25,9.6,"250,183,183","80.52,24.25,9.6",80.52,9.6,#fab7b7
https://www.ulta.com/p/glam-squad-face-palette-pimprod2056650?sku=2642778,ULTA Beauty Collection,Glam Squad Face Palette,Light Glow,https://media.ultainc.com/i/ulta/2642778_sw?img404=2642778&w=80&fmt=auto,Light Glow Glam Squad Face Palette,,18.0,19.56,g,2056650,2642778,https://media.ulta.com/i/ulta/2642778?w=1080&h=1080&fmt=auto,243,221,204,89.45,4.85,11.09,"243,221,204","89.45,4.85,11.09",89.45,11.09,#f3ddcc
https://www.ulta.com/p/glam-squad-face-palette-pimprod2056650?sku=2642779,ULTA Beauty Collection,Glam Squad Face Palette,Medium Glow,https://media.ultainc.com/i/ulta/2642779_sw?img404=2642779&w=80&fmt=auto,Medium Glow Glam Squad Face Palette,,18.0,19.56,g,2056650,2642779,https://media.ulta.com/i/ulta/2642779?w=1080&h=1080&fmt=auto,229,185,151,78.22,11.15,23.26,"229,185,151","78.22,11.15,23.26",78.22,23.26,#e5b997
https://www.ulta.com/p/glam-squad-face-palette-pimprod2056650?sku=2642777,ULTA Beauty Collection,Glam Squad Face Palette,Deep Glow,https://media.ultainc.com/i/ulta/2642777_sw?img404=2642777&w=80&fmt=auto,Deep Glow Glam Squad Face Palette,,18.0,19.56,g,2056650,2642777,https://media.ulta.com/i/ulta/2642777?w=1080&h=1080&fmt=auto,178,107,66,52.26,24.43,34.66,"178,107,66","52.26,24.43,34.66",52.26,34.66,#b26b42
https://www.ulta.com/p/macaron-blush-glow-duo-pimprod2056002?sku=2649449,Tarte,Macaron Blush & Glow Duo,Toasted Coconut,https://media.ultainc.com/i/ulta/2649449_sw?img404=2649449&w=80&fmt=auto,Toasted Coconut Macaron Blush & Glow Duo not available,rosy beige,38.0,4.82,g,2056002,2649449,https://media.ulta.com/i/ulta/2649449?w=1080&h=1080&fmt=auto,219,143,139,66.95,28.34,14.09,"219,143,139","66.95,28.34,14.09",66.95,14.09,#db8f8b
https://www.ulta.com/p/macaron-blush-glow-duo-pimprod2056002?sku=2649450,Tarte,Macaron Blush & Glow Duo,Pink Champagne,https://media.ultainc.com/i/ulta/2649450_sw?img404=2649450&w=80&fmt=auto,Pink Champagne Macaron Blush & Glow Duo,pink,38.0,4.82,g,2056002,2649450,https://media.ulta.com/i/ulta/2649450?w=1080&h=1080&fmt=auto,230,129,147,65.46,40.72,7.66,"230,129,147","65.46,40.72,7.66",65.46,7.66,#e68193
https://www.ulta.com/p/macaron-blush-glow-duo-pimprod2056002?sku=2649451,Tarte,Macaron Blush & Glow Duo,Honey Blossom,https://media.ultainc.com/i/ulta/2649451_sw?img404=2649451&w=80&fmt=auto,Honey Blossom Macaron Blush & Glow Duo,peach,38.0,4.82,g,2056002,2649451,https://media.ulta.com/i/ulta/2649451?w=1080&h=1080&fmt=auto,231,130,128,65.37,38.49,18.29,"231,130,128","65.37,38.49,18.29",65.37,18.29,#e78280
https://www.ulta.com/p/macaron-blush-glow-duo-pimprod2056002?sku=2649452,Tarte,Macaron Blush & Glow Duo,Strawberry Bliss,https://media.ultainc.com/i/ulta/2649452_sw?img404=2649452&w=80&fmt=auto,Strawberry Bliss Macaron Blush & Glow Duo,rose,38.0,4.82,g,2056002,2649452,https://media.ulta.com/i/ulta/2649452?w=1080&h=1080&fmt=auto,211,122,126,61.03,35.01,13.0,"211,122,126","61.03,35.01,13.0",61.03,13.0,#d37a7e
https://www.ulta.com/p/macaron-blush-glow-duo-pimprod2056002?sku=2649972,Tarte,Macaron Blush & Glow Duo,Red Velvet,https://media.ultainc.com/i/ulta/2649972_sw?img404=2649972&w=80&fmt=auto,Red Velvet Macaron Blush & Glow Duo,red,38.0,4.82,g,2056002,2649972,https://media.ulta.com/i/ulta/2649972?w=1080&h=1080&fmt=auto,187,61,69,44.71,50.97,23.9,"187,61,69","44.71,50.97,23.9",44.71,23.9,#bb3d45
https://www.ulta.com/p/macaron-blush-glow-duo-pimprod2056002?sku=2649973,Tarte,Macaron Blush & Glow Duo,Birthday Cake,https://media.ultainc.com/i/ulta/2649973_sw?img404=2649973&w=80&fmt=auto,Birthday Cake Macaron Blush & Glow Duo,berry,38.0,4.82,g,2056002,2649973,https://media.ulta.com/i/ulta/2649973?w=1080&h=1080&fmt=auto,189,100,107,52.95,36.29,12.3,"189,100,107","52.95,36.29,12.3",52.95,12.3,#bd646b
https://www.ulta.com/p/effervescence-extra-dimension-face-compact-pimprod2036325?sku=2601094,MAC,Effervescence Extra Dimension Face Compact,Light,https://media.ultainc.com/i/ulta/2601094_sw?img404=2601094&w=80&fmt=auto,Light Effervescence Extra Dimension Face Compact not available,,30.8,8.4,g,2036325,2601094,https://media.ulta.com/i/ulta/2601094?w=1080&h=1080&fmt=auto,225,175,156,75.5,15.56,16.75,"225,175,156","75.5,15.56,16.75",75.5,16.75,#e1af9c
https://www.ulta.com/p/effervescence-extra-dimension-face-compact-pimprod2036325?sku=2601095,MAC,Effervescence Extra Dimension Face Compact,Medium,https://media.ultainc.com/i/ulta/2601095_sw?img404=2601095&w=80&fmt=auto,Medium Effervescence Extra Dimension Face Compact not available,,44.0,8.4,g,2036325,2601095,https://media.ulta.com/i/ulta/2601095?w=1080&h=1080&fmt=auto,237,161,126,72.89,24.29,29.65,"237,161,126","72.89,24.29,29.65",72.89,29.65,#eda17e
https://www.ulta.com/p/on-cloud-nine-bouncy-blush-bronzer-duo-pimprod2050040?sku=2633496,L.A. Girl,On Cloud Nine Bouncy Blush Bronzer Duo,Coral Bliss,https://media.ultainc.com/i/ulta/2633496_sw?img404=2633496&w=80&fmt=auto,Coral Bliss On Cloud Nine Bouncy Blush Bronzer Duo,,8.0,5.95,g,2050040,2633496,https://media.ulta.com/i/ulta/2633496?w=1080&h=1080&fmt=auto,166,82,69,45.04,33.37,23.64,"166,82,69","45.04,33.37,23.64",45.04,23.64,#a65245
https://www.ulta.com/p/on-cloud-nine-bouncy-blush-bronzer-duo-pimprod2050040?sku=2633495,L.A. Girl,On Cloud Nine Bouncy Blush Bronzer Duo,Dreamy Pink,https://media.ultainc.com/i/ulta/2633495_sw?img404=2633495&w=80&fmt=auto,Dreamy Pink On Cloud Nine Bouncy Blush Bronzer Duo,,8.0,5.95,g,2050040,2633495,https://media.ulta.com/i/ulta/2633495?w=1080&h=1080&fmt=auto,168,80,73,45.01,35.53,21.26,"168,80,73","45.01,35.53,21.26",45.01,21.26,#a85049
